strain	virus	gene	host	accession	date	location	region	country	database	authors	url	title	journal	paper_url
Necker-6_MT648647_2022-02-11	Human gammaherpesvirus 4	EBV_gB	?	MT648647	2022-02-11	?	?	?	?	Farrell et al	https://www.ncbi.nlm.nih.gov/nuccore/MT648647	Epstein-Barr Virus genomes from T cell disease cases in Paris	Unpublished	?
Necker-7_MT648648_2022-02-11	Human gammaherpesvirus 4	EBV_gB	?	MT648648	2022-02-11	?	?	?	?	Farrell et al	https://www.ncbi.nlm.nih.gov/nuccore/MT648648	Epstein-Barr Virus genomes from T cell disease cases in Paris	Unpublished	?
Necker-8_MT648649_2022-02-11	Human gammaherpesvirus 4	EBV_gB	?	MT648649	2022-02-11	?	?	?	?	Farrell et al	https://www.ncbi.nlm.nih.gov/nuccore/MT648649	Epstein-Barr Virus genomes from T cell disease cases in Paris	Unpublished	?
Necker-9_MT648650_2022-02-11	Human gammaherpesvirus 4	EBV_gB	?	MT648650	2022-02-11	?	?	?	?	Farrell et al	https://www.ncbi.nlm.nih.gov/nuccore/MT648650	Epstein-Barr Virus genomes from T cell disease cases in Paris	Unpublished	?
Necker-10_MT648651_2022-02-11	Human gammaherpesvirus 4	EBV_gB	?	MT648651	2022-02-11	?	?	?	?	Farrell et al	https://www.ncbi.nlm.nih.gov/nuccore/MT648651	Epstein-Barr Virus genomes from T cell disease cases in Paris	Unpublished	?
Necker-11_MT648652_2022-02-11	Human gammaherpesvirus 4	EBV_gB	?	MT648652	2022-02-11	?	?	?	?	Farrell et al	https://www.ncbi.nlm.nih.gov/nuccore/MT648652	Epstein-Barr Virus genomes from T cell disease cases in Paris	Unpublished	?
Necker-12_MT648653_2022-02-11	Human gammaherpesvirus 4	EBV_gB	?	MT648653	2022-02-11	?	?	?	?	Farrell et al	https://www.ncbi.nlm.nih.gov/nuccore/MT648653	Epstein-Barr Virus genomes from T cell disease cases in Paris	Unpublished	?
Necker-13_MT648654_2022-02-11	Human gammaherpesvirus 4	EBV_gB	?	MT648654	2022-02-11	?	?	?	?	Farrell et al	https://www.ncbi.nlm.nih.gov/nuccore/MT648654	Epstein-Barr Virus genomes from T cell disease cases in Paris	Unpublished	?
Necker-16_MT648657_2022-02-11	Human gammaherpesvirus 4	EBV_gB	?	MT648657	2022-02-11	?	?	?	?	Farrell et al	https://www.ncbi.nlm.nih.gov/nuccore/MT648657	Epstein-Barr Virus genomes from T cell disease cases in Paris	Unpublished	?
Necker-17_MT648658_2022-02-11	Human gammaherpesvirus 4	EBV_gB	?	MT648658	2022-02-11	?	?	?	?	Farrell et al	https://www.ncbi.nlm.nih.gov/nuccore/MT648658	Epstein-Barr Virus genomes from T cell disease cases in Paris	Unpublished	?
sLCL-T2-27_LC573550_2020-08-19	Human gammaherpesvirus 4	EBV_gB	?	LC573550	2020-08-19	?	?	?	?	Kanda et al	https://www.ncbi.nlm.nih.gov/nuccore/LC573550	Japanese Tonsil-derived Epstein-Barr virus strains	Unpublished	?
sLCL-T1-12_LC573556_2020-08-19	Human gammaherpesvirus 4	EBV_gB	?	LC573556	2020-08-19	?	?	?	?	Kanda et al	https://www.ncbi.nlm.nih.gov/nuccore/LC573556	Japanese Tonsil-derived Epstein-Barr virus strains	Unpublished	?
IM-3_MK973061_2014-09-25	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK973061	2014-09-25	Germany: Heidelberg	Europe	Germany	?	Delecluse et al	https://www.ncbi.nlm.nih.gov/nuccore/MK973061	Characterization of a new recombinant western Epstein-Barr virus	Unpublished	?
rMSHJ_MK973062_2015-01-16	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK973062	2015-01-16	Germany: Heidelberg	Europe	Germany	?	Delecluse et al	https://www.ncbi.nlm.nih.gov/nuccore/MK973062	Characterization of a new recombinant western Epstein-Barr virus	Unpublished	?
AIL7_MH837515_2019-05-05	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MH837515	2019-05-05	France	Europe	France	?	Bahri et al	https://www.ncbi.nlm.nih.gov/nuccore/MH837515	Epstein-Barr virus is mostly latent and clonal in	Unpublished	?
AIL14_MH837517_2019-05-05	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MH837517	2019-05-05	France	Europe	France	?	Bahri et al	https://www.ncbi.nlm.nih.gov/nuccore/MH837517	Epstein-Barr virus is mostly latent and clonal in	Unpublished	?
ARL2_MH837520_2019-05-05	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MH837520	2019-05-05	France	Europe	France	?	Bahri et al	https://www.ncbi.nlm.nih.gov/nuccore/MH837520	Epstein-Barr virus is mostly latent and clonal in	Unpublished	?
CTCL1_MH837521_2019-05-05	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MH837521	2019-05-05	France	Europe	France	?	Bahri et al	https://www.ncbi.nlm.nih.gov/nuccore/MH837521	Epstein-Barr virus is mostly latent and clonal in	Unpublished	?
BLT001_MK540241_2013-10-21	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540241	2013-10-21	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540241	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
C666_MK540243_1998-XX-XX	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540243	1998-XX-XX	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540243	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
GCT001_MK540244_2013-XX-XX	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540244	2013-XX-XX	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540244	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
GCT002_MK540245_2013-XX-XX	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540245	2013-XX-XX	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540245	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
GCT003_MK540246_2013-XX-XX	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540246	2013-XX-XX	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540246	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
GCT006_MK540249_2013-XX-XX	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540249	2013-XX-XX	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540249	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
GCT007_MK540250_2013-XX-XX	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540250	2013-XX-XX	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540250	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
GCT009_MK540251_2013-XX-XX	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540251	2013-XX-XX	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540251	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
GCT011_MK540253_2013-XX-XX	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540253	2013-XX-XX	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540253	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
HLT006_MK540260_2012-07-16	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540260	2012-07-16	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540260	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
HLT007_MK540261_2012-05-02	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540261	2012-05-02	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540261	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
HLT010_MK540262_2013-04-09	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540262	2013-04-09	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540262	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
HS001_MK540264_2013-11-01	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540264	2013-11-01	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540264	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
HS014_MK540272_2012-02-23	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540272	2012-02-23	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540272	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
HS023_MK540279_2012-12-09	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540279	2012-12-09	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540279	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
HS024_MK540280_2012-12-10	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540280	2012-12-10	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540280	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
HS029_MK540283_2011-11-16	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540283	2011-11-16	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540283	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
HS032_MK540284_2012-02-28	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540284	2012-02-28	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540284	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
HS036_MK540288_2014-01-19	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540288	2014-01-19	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540288	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
HS037_MK540289_2014-01-23	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540289	2014-01-23	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540289	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
HS039_MK540291_2014-01-23	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540291	2014-01-23	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540291	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
HS048_MK540294_2013-10-12	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540294	2013-10-12	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540294	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
HS052_MK540297_2013-11-05	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540297	2013-11-05	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540297	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
HS053_MK540298_2013-11-13	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540298	2013-11-13	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540298	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
HS054_MK540299_2013-11-28	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540299	2013-11-28	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540299	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NKLT002_MK540303_2012-07-12	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540303	2012-07-12	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540303	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NKLT003-2_MK540304_2013-01-07	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540304	2013-01-07	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540304	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NNPCT001_MK540308_2013-XX-XX	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540308	2013-XX-XX	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540308	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NNPCT002_MK540309_2013-XX-XX	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540309	2013-XX-XX	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540309	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NNPCT003_MK540310_2013-XX-XX	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540310	2013-XX-XX	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540310	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NNPCT004_MK540311_2013-XX-XX	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540311	2013-XX-XX	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540311	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NNPCT005_MK540312_2013-XX-XX	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540312	2013-XX-XX	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540312	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NPCS003-2_MK540316_2011-05-23	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540316	2011-05-23	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540316	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NPCS009_MK540321_2011-08-08	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540321	2011-08-08	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540321	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NPCS013_MK540325_2011-06-09	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540325	2011-06-09	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540325	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NPCS021_MK540331_2011-09-30	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540331	2011-09-30	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540331	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NPCS023_MK540333_2011-10-21	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540333	2011-10-21	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540333	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NPCS026_MK540336_2012-09-10	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540336	2012-09-10	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540336	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NPCS031_MK540341_2012-09-10	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540341	2012-09-10	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540341	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NPCS040_MK540347_2012-04-11	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540347	2012-04-11	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540347	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NPCS049_MK540354_2013-01-07	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540354	2013-01-07	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540354	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NPCT002_MK540360_2013-03-25	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540360	2013-03-25	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540360	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NPCT003_MK540361_2013-04-16	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540361	2013-04-16	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540361	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NPCT011_MK540369_2013-04-24	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540369	2013-04-24	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540369	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NPCT013_MK540371_2014-09-12	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540371	2014-09-12	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540371	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NPCT015_MK540373_2013-04-23	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540373	2013-04-23	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540373	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NPCT020-2_MK540377_2013-04-19	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540377	2013-04-19	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540377	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NPCT021_MK540378_2013-04-24	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540378	2013-04-24	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540378	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NPCT033_MK540388_2013-XX-XX	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540388	2013-XX-XX	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540388	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NPCT046_MK540399_2013-09-24	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540399	2013-09-24	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540399	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NPCT048_MK540401_2013-10-23	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540401	2013-10-23	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540401	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NPCT050_MK540403_2013-03-13	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540403	2013-03-13	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540403	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NPCT057_MK540412_2013-04-11	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540412	2013-04-11	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540412	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NPCT060_MK540417_2013-09-18	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540417	2013-09-18	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540417	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NPCT066_MK540423_2013-10-22	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540423	2013-10-22	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540423	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NPCT087_MK540444_2013-11-18	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540444	2013-11-18	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540444	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NPCT090_MK540447_2013-11-25	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540447	2013-11-25	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540447	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NPCT101_MK540456_2013-03-25	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540456	2013-03-25	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540456	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NPCT104_MK540459_2013-03-27	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540459	2013-03-27	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540459	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NPCT106_MK540461_2013-03-01	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540461	2013-03-01	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540461	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NPCT109_MK540464_2013-04-02	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MK540464	2013-04-02	China	Asia	China	?	Xu et al	https://www.ncbi.nlm.nih.gov/nuccore/MK540464	Genome sequencing analysis identifies high-risk Epstein-Barr virus	Unpublished	?
NKTCL-SG01_MH144212_2019-03-19	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MH144212	2019-03-19	Singapore	Asia	Singapore	?	Peng et al	https://www.ncbi.nlm.nih.gov/nuccore/MH144212	Genomic and transcriptomic landscapes of Epstein-Barr virus in	Leukemia (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30546078
NKTCL-SG03_MH144214_2019-03-19	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MH144214	2019-03-19	Singapore	Asia	Singapore	?	Peng et al	https://www.ncbi.nlm.nih.gov/nuccore/MH144214	Genomic and transcriptomic landscapes of Epstein-Barr virus in	Leukemia (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30546078
NKTCL-SG04_MH144215_2019-03-19	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MH144215	2019-03-19	Singapore	Asia	Singapore	?	Peng et al	https://www.ncbi.nlm.nih.gov/nuccore/MH144215	Genomic and transcriptomic landscapes of Epstein-Barr virus in	Leukemia (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30546078
NKTCL-SG06_MH144217_2019-03-19	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MH144217	2019-03-19	Singapore	Asia	Singapore	?	Peng et al	https://www.ncbi.nlm.nih.gov/nuccore/MH144217	Genomic and transcriptomic landscapes of Epstein-Barr virus in	Leukemia (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30546078
NKTCL-SG10_MH144221_2019-03-19	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MH144221	2019-03-19	Singapore	Asia	Singapore	?	Peng et al	https://www.ncbi.nlm.nih.gov/nuccore/MH144221	Genomic and transcriptomic landscapes of Epstein-Barr virus in	Leukemia (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30546078
HKHD2_MH590371_2019-01-18	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MH590371	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590371	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKHD5_MH590374_2019-01-18	Human gammaherpesvirus 4	EBV_gB	Homo sapiens	MH590374	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590374	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
