strain	virus	gene	host	accession	date	location	region	country	database	authors	url	title	journal	paper_url
HSV1_USA_WA-UW-1A6_2020_OR771668_2020-03-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OR771668	2020-03-XX	USA	North America	USA	BioProject: PRJNA1034094	Furlong et al	https://www.ncbi.nlm.nih.gov/nuccore/OR771668	Direct Submission	Submitted (02-NOV-2023) Laboratory Medicine, UW Virology, 1616	?
HSV1_USA_WA-UW-1A7_2020_OR771669_2020-03-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OR771669	2020-03-XX	USA	North America	USA	BioProject: PRJNA1034094	Furlong et al	https://www.ncbi.nlm.nih.gov/nuccore/OR771669	Direct Submission	Submitted (02-NOV-2023) Laboratory Medicine, UW Virology, 1616	?
HSV1_USA_WA-UW-1B2_2020_OR771670_2020-03-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OR771670	2020-03-XX	USA	North America	USA	BioProject: PRJNA1034094	Furlong et al	https://www.ncbi.nlm.nih.gov/nuccore/OR771670	Direct Submission	Submitted (02-NOV-2023) Laboratory Medicine, UW Virology, 1616	?
HSV1_USA_WA-UW-1B3_2020_OR771671_2020-03-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OR771671	2020-03-XX	USA	North America	USA	BioProject: PRJNA1034094	Furlong et al	https://www.ncbi.nlm.nih.gov/nuccore/OR771671	Direct Submission	Submitted (02-NOV-2023) Laboratory Medicine, UW Virology, 1616	?
HSV1_USA_WA-UW-1B4_2020_OR771672_2020-03-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OR771672	2020-03-XX	USA	North America	USA	BioProject: PRJNA1034094	Furlong et al	https://www.ncbi.nlm.nih.gov/nuccore/OR771672	Direct Submission	Submitted (02-NOV-2023) Laboratory Medicine, UW Virology, 1616	?
HSV1_USA_WA-UW-2C7_2019_OR771673_2019-10-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OR771673	2019-10-XX	USA	North America	USA	BioProject: PRJNA1034094	Furlong et al	https://www.ncbi.nlm.nih.gov/nuccore/OR771673	Direct Submission	Submitted (02-NOV-2023) Laboratory Medicine, UW Virology, 1616	?
HSV1_USA_WA-UW-2E9_2019_OR771674_2019-10-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OR771674	2019-10-XX	USA	North America	USA	BioProject: PRJNA1034094	Furlong et al	https://www.ncbi.nlm.nih.gov/nuccore/OR771674	Direct Submission	Submitted (02-NOV-2023) Laboratory Medicine, UW Virology, 1616	?
HSV1_USA_WA-UW-2G3_2019_OR771675_2019-11-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OR771675	2019-11-XX	USA	North America	USA	BioProject: PRJNA1034094	Furlong et al	https://www.ncbi.nlm.nih.gov/nuccore/OR771675	Direct Submission	Submitted (02-NOV-2023) Laboratory Medicine, UW Virology, 1616	?
HSV1_USA_WA-UW-2I1_2019_OR771676_2019-11-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OR771676	2019-11-XX	USA	North America	USA	BioProject: PRJNA1034094	Furlong et al	https://www.ncbi.nlm.nih.gov/nuccore/OR771676	Direct Submission	Submitted (02-NOV-2023) Laboratory Medicine, UW Virology, 1616	?
HSV1_USA_WA-UW-2K4_2019_OR771680_2019-12-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OR771680	2019-12-XX	USA	North America	USA	BioProject: PRJNA1034094	Furlong et al	https://www.ncbi.nlm.nih.gov/nuccore/OR771680	Direct Submission	Submitted (02-NOV-2023) Laboratory Medicine, UW Virology, 1616	?
HSV1_USA_WA-UW-2L1_2019_OR771683_2019-12-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OR771683	2019-12-XX	USA	North America	USA	BioProject: PRJNA1034094	Furlong et al	https://www.ncbi.nlm.nih.gov/nuccore/OR771683	Direct Submission	Submitted (02-NOV-2023) Laboratory Medicine, UW Virology, 1616	?
HSV1_USA_WA-UW-2L3_2019_OR771684_2019-12-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OR771684	2019-12-XX	USA	North America	USA	BioProject: PRJNA1034094	Furlong et al	https://www.ncbi.nlm.nih.gov/nuccore/OR771684	Direct Submission	Submitted (02-NOV-2023) Laboratory Medicine, UW Virology, 1616	?
HSV1_USA_WA-UW-2N3_2020_OR771687_2020-01-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OR771687	2020-01-XX	USA	North America	USA	BioProject: PRJNA1034094	Furlong et al	https://www.ncbi.nlm.nih.gov/nuccore/OR771687	Direct Submission	Submitted (02-NOV-2023) Laboratory Medicine, UW Virology, 1616	?
HSV1_USA_WA-UW-2O2_2020_OR771688_2020-02-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OR771688	2020-02-XX	USA	North America	USA	BioProject: PRJNA1034094	Furlong et al	https://www.ncbi.nlm.nih.gov/nuccore/OR771688	Direct Submission	Submitted (02-NOV-2023) Laboratory Medicine, UW Virology, 1616	?
HSV1_USA_WA-UW-2O5_2020_OR771689_2020-02-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OR771689	2020-02-XX	USA	North America	USA	BioProject: PRJNA1034094	Furlong et al	https://www.ncbi.nlm.nih.gov/nuccore/OR771689	Direct Submission	Submitted (02-NOV-2023) Laboratory Medicine, UW Virology, 1616	?
HSV1_USA_WA-UW-2O7_2020_OR771690_2020-02-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OR771690	2020-02-XX	USA	North America	USA	BioProject: PRJNA1034094	Furlong et al	https://www.ncbi.nlm.nih.gov/nuccore/OR771690	Direct Submission	Submitted (02-NOV-2023) Laboratory Medicine, UW Virology, 1616	?
HSV1_USA_WA-UW-2R1_2020_OR771693_2020-02-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OR771693	2020-02-XX	USA	North America	USA	BioProject: PRJNA1034094	Furlong et al	https://www.ncbi.nlm.nih.gov/nuccore/OR771693	Direct Submission	Submitted (02-NOV-2023) Laboratory Medicine, UW Virology, 1616	?
ANG_OQ263028_2023-07-26	Human alphaherpesvirus 1	HSV1_gD	?	OQ263028	2023-07-26	?	?	?	?	Gianopulos et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ263028	Direct Submission	Submitted (13-JAN-2023) Veterinary Microbiology and Pathology,	?
BP-C3_OQ724833_2004-XX-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OQ724833	2004-XX-XX	USA: Miami, FL	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724833	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Invest Ophthalmol Vis Sci 64 (10), 16 (2023)	https://pubmed.ncbi.nlm.nih.gov/37450309
BP-C12_OQ724865_2010-XX-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OQ724865	2010-XX-XX	USA: Miami, FL	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724865	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Invest Ophthalmol Vis Sci 64 (10), 16 (2023)	https://pubmed.ncbi.nlm.nih.gov/37450309
BP-C14_OQ724866_2015-XX-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OQ724866	2015-XX-XX	USA: Miami, FL	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724866	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Invest Ophthalmol Vis Sci 64 (10), 16 (2023)	https://pubmed.ncbi.nlm.nih.gov/37450309
BP-K2_OQ724888_2009-XX-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OQ724888	2009-XX-XX	USA: Miami, FL	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724888	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Invest Ophthalmol Vis Sci 64 (10), 16 (2023)	https://pubmed.ncbi.nlm.nih.gov/37450309
BP-K5_OQ724891_2010-XX-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OQ724891	2010-XX-XX	USA: Miami, FL	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724891	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Invest Ophthalmol Vis Sci 64 (10), 16 (2023)	https://pubmed.ncbi.nlm.nih.gov/37450309
BP-K6_OQ724892_2010-XX-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OQ724892	2010-XX-XX	USA: Miami, FL	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724892	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Invest Ophthalmol Vis Sci 64 (10), 16 (2023)	https://pubmed.ncbi.nlm.nih.gov/37450309
BP-K8_OQ724893_2011-XX-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OQ724893	2011-XX-XX	USA: Miami, FL	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724893	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Invest Ophthalmol Vis Sci 64 (10), 16 (2023)	https://pubmed.ncbi.nlm.nih.gov/37450309
BP-K10_OQ724895_2011-XX-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OQ724895	2011-XX-XX	USA: Miami, FL	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724895	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Invest Ophthalmol Vis Sci 64 (10), 16 (2023)	https://pubmed.ncbi.nlm.nih.gov/37450309
BP-K11_OQ724910_2011-XX-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OQ724910	2011-XX-XX	USA: Miami, FL	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724910	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Invest Ophthalmol Vis Sci 64 (10), 16 (2023)	https://pubmed.ncbi.nlm.nih.gov/37450309
BP-K12_OQ724911_2012-XX-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OQ724911	2012-XX-XX	USA: Miami, FL	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724911	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Invest Ophthalmol Vis Sci 64 (10), 16 (2023)	https://pubmed.ncbi.nlm.nih.gov/37450309
BP-K16_OQ724914_2015-XX-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OQ724914	2015-XX-XX	USA: Miami, FL	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724914	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Invest Ophthalmol Vis Sci 64 (10), 16 (2023)	https://pubmed.ncbi.nlm.nih.gov/37450309
BP-K14_OQ724915_2015-XX-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OQ724915	2015-XX-XX	USA: Miami, FL	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724915	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Invest Ophthalmol Vis Sci 64 (10), 16 (2023)	https://pubmed.ncbi.nlm.nih.gov/37450309
BP-L4_OQ724934_2003-XX-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OQ724934	2003-XX-XX	USA: Miami FL	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724934	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Unpublished	?
BP-L9_OQ724936_2009-XX-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OQ724936	2009-XX-XX	USA: Miami FL	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724936	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Unpublished	?
BP-L10_OQ724937_2009-XX-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OQ724937	2009-XX-XX	USA: Miami FL	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724937	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Unpublished	?
BP-L11_OQ724938_2010-XX-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OQ724938	2010-XX-XX	USA: Miami FL	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724938	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Unpublished	?
CJ455_OQ724954_1975-XX-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OQ724954	1975-XX-XX	USA: Seattle, Washington	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724954	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Unpublished	?
CJ462_OQ724955_1975-XX-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OQ724955	1975-XX-XX	USA: Seattle, Washington	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724955	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Unpublished	?
CJ505_OQ724962_1975-XX-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OQ724962	1975-XX-XX	USA: Seattle, Washington	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724962	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Invest Ophthalmol Vis Sci 64 (10), 16 (2023)	https://pubmed.ncbi.nlm.nih.gov/37450309
INV-20A_OP871845_2023-06-28	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OP871845	2023-06-28	USA	North America	USA	?	Kolb et al	https://www.ncbi.nlm.nih.gov/nuccore/OP871845	Disease parameters following ocular herpes simplex virus type 1	PLoS One 18 (6), e0287194 (2023)	https://pubmed.ncbi.nlm.nih.gov/37319284
INV-25D_OP871851_2023-06-28	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OP871851	2023-06-28	USA	North America	USA	?	Kolb et al	https://www.ncbi.nlm.nih.gov/nuccore/OP871851	Disease parameters following ocular herpes simplex virus type 1	PLoS One 18 (6), e0287194 (2023)	https://pubmed.ncbi.nlm.nih.gov/37319284
ES_OQ658624_1985-XX-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OQ658624	1985-XX-XX	USSR	Europe	Russia	?	Fadeev et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ658624	Whole genome sequencing of HSV-1 strain ES isolated in 1985 in	Unpublished	?
352_08_OQ102003_2008-XX-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OQ102003	2008-XX-XX	South Africa	Africa	South Africa	?	Viljoen et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ102003	Direct Submission	Submitted (19-DEC-2022) Special Viral Pathogens Laboratory,	?
NIVD4_ON513441_2017-09-19	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	ON513441	2017-09-19	China	Asia	China	?	Lu et al	https://www.ncbi.nlm.nih.gov/nuccore/ON513441	Isolation of a Herpes simplex virus 1 from an immunocompromised	Unpublished	?
HSV1-v70_d1_cu_gen_les_OP297861_2022-10-16	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OP297861	2022-10-16	?	?	?	?	Johnston et al	https://www.ncbi.nlm.nih.gov/nuccore/OP297861	Natural history of first-episode genital HSV-1 infections: a cohort	Unpublished	?
HSV1-v61_d2_cu_gen_les_OP297863_2022-10-16	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OP297863	2022-10-16	?	?	?	?	Johnston et al	https://www.ncbi.nlm.nih.gov/nuccore/OP297863	Natural history of first-episode genital HSV-1 infections: a cohort	Unpublished	?
HSV1-v44_d2_cu_gen_les_OP297865_2022-10-16	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OP297865	2022-10-16	?	?	?	?	Johnston et al	https://www.ncbi.nlm.nih.gov/nuccore/OP297865	Natural history of first-episode genital HSV-1 infections: a cohort	Unpublished	?
HSV1-v46_d349_cu_gen_les_OP297868_2022-10-16	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OP297868	2022-10-16	?	?	?	?	Johnston et al	https://www.ncbi.nlm.nih.gov/nuccore/OP297868	Natural history of first-episode genital HSV-1 infections: a cohort	Unpublished	?
HSV1-v59_d121_cu_gen_les_OP297876_2022-10-16	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OP297876	2022-10-16	?	?	?	?	Johnston et al	https://www.ncbi.nlm.nih.gov/nuccore/OP297876	Natural history of first-episode genital HSV-1 infections: a cohort	Unpublished	?
HSV1-v63_d284_cu_oral_OP297879_2022-10-16	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OP297879	2022-10-16	?	?	?	?	Johnston et al	https://www.ncbi.nlm.nih.gov/nuccore/OP297879	Natural history of first-episode genital HSV-1 infections: a cohort	Unpublished	?
HSV1-v68_d8_cu_gen_les_OP297880_2022-10-16	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OP297880	2022-10-16	?	?	?	?	Johnston et al	https://www.ncbi.nlm.nih.gov/nuccore/OP297880	Natural history of first-episode genital HSV-1 infections: a cohort	Unpublished	?
HSV1-v75_d23_cu_gen_les_OP297883_2022-10-16	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OP297883	2022-10-16	?	?	?	?	Johnston et al	https://www.ncbi.nlm.nih.gov/nuccore/OP297883	Natural history of first-episode genital HSV-1 infections: a cohort	Unpublished	?
HSV1-v67_d346_cu_gen_les_OP297885_2022-10-16	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OP297885	2022-10-16	?	?	?	?	Johnston et al	https://www.ncbi.nlm.nih.gov/nuccore/OP297885	Natural history of first-episode genital HSV-1 infections: a cohort	Unpublished	?
HSV1-v72_d53_cu_gen_les_OP297886_2022-10-16	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	OP297886	2022-10-16	?	?	?	?	Johnston et al	https://www.ncbi.nlm.nih.gov/nuccore/OP297886	Natural history of first-episode genital HSV-1 infections: a cohort	Unpublished	?
HSV1-San-Francisco-USA-1982-H193-CSF_ON960054_1982-XX-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	ON960054	1982-XX-XX	USA	North America	USA	?	Dweikat et al	https://www.ncbi.nlm.nih.gov/nuccore/ON960054	Multi-phenotype analysis for enhanced classification of eleven	J Gen Virol (2022) In press	?
HSV1-San-Francisco-USA-1979-H144_ON960058_1979-XX-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	ON960058	1979-XX-XX	USA	North America	USA	?	Dweikat et al	https://www.ncbi.nlm.nih.gov/nuccore/ON960058	Multi-phenotype analysis for enhanced classification of eleven	J Gen Virol (2022) In press	?
HSV1-San-Francisco-USA-1974-HTZ_ON960059_1974-XX-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	ON960059	1974-XX-XX	USA	North America	USA	?	Dweikat et al	https://www.ncbi.nlm.nih.gov/nuccore/ON960059	Multi-phenotype analysis for enhanced classification of eleven	J Gen Virol (2022) In press	?
HSV1-Atlanta-USA-1965-E377_ON960061_1965-XX-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	ON960061	1965-XX-XX	USA	North America	USA	?	Dweikat et al	https://www.ncbi.nlm.nih.gov/nuccore/ON960061	Multi-phenotype analysis for enhanced classification of eleven	J Gen Virol (2022) In press	?
astronaunt_in_orbit_rash_HSV_1_ON152715_2022-06-13	Human alphaherpesvirus 1	HSV1_gD	?	ON152715	2022-06-13	?	?	?	?	Mehta et al	https://www.ncbi.nlm.nih.gov/nuccore/ON152715	Dermatitis during Spaceflight Associated with HSV-1 Reactivation	Viruses 14 (4), 789 (2022)	https://pubmed.ncbi.nlm.nih.gov/35458519
v41_d354_oral_ON007157_2022-04-26	Human alphaherpesvirus 1	HSV1_gD	?	ON007157	2022-04-26	?	?	?	?	Rathbun et al	https://www.ncbi.nlm.nih.gov/nuccore/ON007157	Comparison of herpes simplex virus 1 genetic diversity between	Unpublished	?
AMSHZA-1_MW916900_2020-XX-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	MW916900	2020-XX-XX	Iraq	Asia	Iraq	?	Hadi et al	https://www.ncbi.nlm.nih.gov/nuccore/MW916900	Molecular diagnosis of herpes virus type 1 by glycoprotein	Unpublished	?
Sample4_DOCK8_MN925871_2015-XX-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	MN925871	2015-XX-XX	USA	North America	USA	BioProject: PRJNA562737	Casto et al	https://www.ncbi.nlm.nih.gov/nuccore/MN925871	Evaluation of Genotypic Antiviral Resistance Testing as an	J. Infect. Dis. (2020) In press	https://pubmed.ncbi.nlm.nih.gov/31970398
Brother_DOCK8_MN401201_2018-XX-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	MN401201	2018-XX-XX	USA	North America	USA	BioProject: PRJNA562737	Casto et al	https://www.ncbi.nlm.nih.gov/nuccore/MN401201	Evaluation of Genotypic Antiviral Resistance Testing as an	J. Infect. Dis. (2020) In press	https://pubmed.ncbi.nlm.nih.gov/31970398
Sample6_DOCK8_MN401205_2016-XX-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	MN401205	2016-XX-XX	USA	North America	USA	BioProject: PRJNA562737	Casto et al	https://www.ncbi.nlm.nih.gov/nuccore/MN401205	Evaluation of Genotypic Antiviral Resistance Testing as an	J. Infect. Dis. (2020) In press	https://pubmed.ncbi.nlm.nih.gov/31970398
Sammple11_DOCK8_MN401208_2018-XX-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	MN401208	2018-XX-XX	USA	North America	USA	BioProject: PRJNA562737	Casto et al	https://www.ncbi.nlm.nih.gov/nuccore/MN401208	Evaluation of Genotypic Antiviral Resistance Testing as an	J. Infect. Dis. (2020) In press	https://pubmed.ncbi.nlm.nih.gov/31970398
MacIntyre_MN136523_1951-XX-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	MN136523	1951-XX-XX	USA	North America	USA	?	Jiao et al	https://www.ncbi.nlm.nih.gov/nuccore/MN136523	Complete Genome Sequence of Herpes Simplex Virus 1 Strain MacIntyre	Unpublished	?
NIV1613762_MH319852_2016-08-XX	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	MH319852	2016-08-XX	India	Asia	India	?	Yadav et al	https://www.ncbi.nlm.nih.gov/nuccore/MH319852	HSV1 full genome sequence from India	Unpublished	?
K86_MH999839_2019-01-29	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	MH999839	2019-01-29	?	?	?	?	Renner et al	https://www.ncbi.nlm.nih.gov/nuccore/MH999839	Genome sequence of two predominant genotypes of herpes simplex	Unpublished	?
Ty25_MH999840_2019-01-29	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	MH999840	2019-01-29	?	?	?	?	Renner et al	https://www.ncbi.nlm.nih.gov/nuccore/MH999840	Genome sequence of two predominant genotypes of herpes simplex	Unpublished	?
HSV-H12118_MH999847_2019-01-29	Human alphaherpesvirus 1	HSV1_gD	Homo sapiens	MH999847	2019-01-29	?	?	?	?	Bowen et al	https://www.ncbi.nlm.nih.gov/nuccore/MH999847	Genetic and phenotypic variation of HSV-1 strains circulating in	Unpublished	?
