strain	virus	gene	host	accession	date	location	region	country	database	authors	url	title	journal	paper_url
63_PP100065_2024-06-10	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	PP100065	2024-06-10	USA	North America	USA	?	Casto et al	https://www.ncbi.nlm.nih.gov/nuccore/PP100065	Viral genomic variation and the severity of genital HSV-2 infection	J Infect Dis (2024) In press	https://pubmed.ncbi.nlm.nih.gov/38805234
73_PP100066_2024-06-10	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	PP100066	2024-06-10	USA	North America	USA	?	Casto et al	https://www.ncbi.nlm.nih.gov/nuccore/PP100066	Viral genomic variation and the severity of genital HSV-2 infection	J Infect Dis (2024) In press	https://pubmed.ncbi.nlm.nih.gov/38805234
1_PP100069_2024-06-10	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	PP100069	2024-06-10	USA	North America	USA	?	Casto et al	https://www.ncbi.nlm.nih.gov/nuccore/PP100069	Viral genomic variation and the severity of genital HSV-2 infection	J Infect Dis (2024) In press	https://pubmed.ncbi.nlm.nih.gov/38805234
18_PP100070_2024-06-10	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	PP100070	2024-06-10	USA	North America	USA	?	Casto et al	https://www.ncbi.nlm.nih.gov/nuccore/PP100070	Viral genomic variation and the severity of genital HSV-2 infection	J Infect Dis (2024) In press	https://pubmed.ncbi.nlm.nih.gov/38805234
42_PP100071_2024-06-10	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	PP100071	2024-06-10	USA	North America	USA	?	Casto et al	https://www.ncbi.nlm.nih.gov/nuccore/PP100071	Viral genomic variation and the severity of genital HSV-2 infection	J Infect Dis (2024) In press	https://pubmed.ncbi.nlm.nih.gov/38805234
25_PP100072_2024-06-10	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	PP100072	2024-06-10	USA	North America	USA	?	Casto et al	https://www.ncbi.nlm.nih.gov/nuccore/PP100072	Viral genomic variation and the severity of genital HSV-2 infection	J Infect Dis (2024) In press	https://pubmed.ncbi.nlm.nih.gov/38805234
44_PP100082_2024-06-10	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	PP100082	2024-06-10	USA	North America	USA	?	Casto et al	https://www.ncbi.nlm.nih.gov/nuccore/PP100082	Viral genomic variation and the severity of genital HSV-2 infection	J Infect Dis (2024) In press	https://pubmed.ncbi.nlm.nih.gov/38805234
11_PP100084_2024-06-10	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	PP100084	2024-06-10	USA	North America	USA	?	Casto et al	https://www.ncbi.nlm.nih.gov/nuccore/PP100084	Viral genomic variation and the severity of genital HSV-2 infection	J Infect Dis (2024) In press	https://pubmed.ncbi.nlm.nih.gov/38805234
6_PP100085_2024-06-10	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	PP100085	2024-06-10	USA	North America	USA	?	Casto et al	https://www.ncbi.nlm.nih.gov/nuccore/PP100085	Viral genomic variation and the severity of genital HSV-2 infection	J Infect Dis (2024) In press	https://pubmed.ncbi.nlm.nih.gov/38805234
2_PP100095_2024-06-10	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	PP100095	2024-06-10	USA	North America	USA	?	Casto et al	https://www.ncbi.nlm.nih.gov/nuccore/PP100095	Viral genomic variation and the severity of genital HSV-2 infection	J Infect Dis (2024) In press	https://pubmed.ncbi.nlm.nih.gov/38805234
8_PP100103_2024-06-10	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	PP100103	2024-06-10	USA	North America	USA	?	Casto et al	https://www.ncbi.nlm.nih.gov/nuccore/PP100103	Viral genomic variation and the severity of genital HSV-2 infection	J Infect Dis (2024) In press	https://pubmed.ncbi.nlm.nih.gov/38805234
27_PP100116_2024-06-10	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	PP100116	2024-06-10	USA	North America	USA	?	Casto et al	https://www.ncbi.nlm.nih.gov/nuccore/PP100116	Viral genomic variation and the severity of genital HSV-2 infection	J Infect Dis (2024) In press	https://pubmed.ncbi.nlm.nih.gov/38805234
CT_9_MT364888_2020-08-23	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MT364888	2020-08-23	?	?	?	?	Casto et al	https://www.ncbi.nlm.nih.gov/nuccore/MT364888	Herpes Simplex Virus Mistyping due to HSV-1 x HSV-2 Interspecies	Viruses 12 (8), E860 (2020)	https://pubmed.ncbi.nlm.nih.gov/32781734
MS_MK855052_2020-05-13	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MK855052	2020-05-13	?	?	?	?	Lopez-Munoz et al	https://www.ncbi.nlm.nih.gov/nuccore/MK855052	Genome assembly, annotation and characterization of Herpes Simplex	Unpublished	?
2011-31810_MH790550_2011-XX-XX	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790550	2011-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790550	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2005-14172_MH790553_2005-XX-XX	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790553	2005-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790553	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2004-41447_MH790555_2004-XX-XX	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790555	2004-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790555	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2012-5456_MH790559_2012-XX-XX	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790559	2012-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790559	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2003-27026_MH790561_2003-XX-XX	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790561	2003-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790561	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2009-25036_MH790565_2009-XX-XX	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790565	2009-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790565	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2012-4759_MH790568_2012-XX-XX	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790568	2012-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790568	HSV2 whole genome sequences from clinical isolates	Unpublished	?
1998-7832_MH790572_1998-XX-XX	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790572	1998-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790572	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2007-22053_MH790577_2007-XX-XX	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790577	2007-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790577	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2011-5095_MH790581_2011-XX-XX	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790581	2011-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790581	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2016-8369_MH790586_2016-XX-XX	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790586	2016-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790586	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2013-37885_MH790587_2013-XX-XX	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790587	2013-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790587	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2004-2897_MH790589_2004-XX-XX	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790589	2004-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790589	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2008-36694_MH790592_2008-XX-XX	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790592	2008-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790592	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2006-14635CAM_MH790595_2019-03-06	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790595	2019-03-06	?	?	?	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790595	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2008-4122_MH790598_2008-XX-XX	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790598	2008-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790598	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2013-37246_MH790601_2013-XX-XX	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790601	2013-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790601	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2005-35403_MH790607_2005-XX-XX	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790607	2005-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790607	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2006-17947CAM_MH790610_2019-03-06	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790610	2019-03-06	?	?	?	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790610	HSV2 whole genome sequences from clinical isolates	Unpublished	?
1995-67203_MH790611_1995-XX-XX	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790611	1995-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790611	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2005-8614_MH790616_2005-XX-XX	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790616	2005-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790616	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2011-21768_MH790618_2011-XX-XX	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790618	2011-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790618	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2013-22594_MH790620_2013-XX-XX	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790620	2013-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790620	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2006-13847CAM_MH790623_2019-03-06	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790623	2019-03-06	?	?	?	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790623	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2018-3121_MH790624_2006-XX-XX	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790624	2006-XX-XX	Senegal	Africa	Senegal	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790624	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2006-11821_MH790627_2006-XX-XX	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790627	2006-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790627	HSV2 whole genome sequences from clinical isolates	Unpublished	?
1999-10594_MH790629_1999-XX-XX	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790629	1999-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790629	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2010-4919_MH790631_2010-XX-XX	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790631	2010-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790631	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2000-9815_MH790634_2000-XX-XX	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790634	2000-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790634	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2013-3040_MH790641_2013-XX-XX	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790641	2013-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790641	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2007-29227_MH790642_2007-XX-XX	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790642	2007-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790642	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2009-11820_MH790644_2009-XX-XX	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790644	2009-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790644	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2006-16150CAM_MH790658_2019-03-06	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790658	2019-03-06	?	?	?	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790658	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2007-15346_MH790668_2007-XX-XX	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790668	2007-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790668	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2014-8176_MH790671_2014-XX-XX	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH790671	2014-XX-XX	USA	North America	USA	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH790671	HSV2 whole genome sequences from clinical isolates	Unpublished	?
2006-15095_MH899846_2006-XX-XX	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MH899846	2006-XX-XX	Cameroon	Africa	Cameroon	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH899846	HSV2 whole genome sequences from clinical isolates	Unpublished	?
CNS03_MK105995_2019-01-30	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MK105995	2019-01-30	?	?	?	?	Akhtar et al	https://www.ncbi.nlm.nih.gov/nuccore/MK105995	Genotypic and phenotypic diversity within the neonatal HSV-2	Unpublished	?
CNS11_MK105996_2019-01-30	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MK105996	2019-01-30	?	?	?	?	Akhtar et al	https://www.ncbi.nlm.nih.gov/nuccore/MK105996	Genotypic and phenotypic diversity within the neonatal HSV-2	Unpublished	?
CNS12_MK105997_2019-01-30	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MK105997	2019-01-30	?	?	?	?	Akhtar et al	https://www.ncbi.nlm.nih.gov/nuccore/MK105997	Genotypic and phenotypic diversity within the neonatal HSV-2	Unpublished	?
CNS17_MK105999_2019-01-30	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MK105999	2019-01-30	?	?	?	?	Akhtar et al	https://www.ncbi.nlm.nih.gov/nuccore/MK105999	Genotypic and phenotypic diversity within the neonatal HSV-2	Unpublished	?
DISS14_MK106000_2019-01-30	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MK106000	2019-01-30	?	?	?	?	Akhtar et al	https://www.ncbi.nlm.nih.gov/nuccore/MK106000	Genotypic and phenotypic diversity within the neonatal HSV-2	Unpublished	?
SEM02_MK106002_2019-01-30	Human alphaherpesvirus 2	HSV2_gB	Homo sapiens	MK106002	2019-01-30	?	?	?	?	Akhtar et al	https://www.ncbi.nlm.nih.gov/nuccore/MK106002	Genotypic and phenotypic diversity within the neonatal HSV-2	Unpublished	?
