strain	virus	gene	host	accession	date	location	region	country	database	authors	url	title	journal	paper_url
HSV1_USA_WA-UW-1A6_2020_OR771668_2020-03-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OR771668	2020-03-XX	USA	North America	USA	BioProject: PRJNA1034094	Furlong et al	https://www.ncbi.nlm.nih.gov/nuccore/OR771668	Direct Submission	Submitted (02-NOV-2023) Laboratory Medicine, UW Virology, 1616	?
HSV1_USA_WA-UW-1A7_2020_OR771669_2020-03-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OR771669	2020-03-XX	USA	North America	USA	BioProject: PRJNA1034094	Furlong et al	https://www.ncbi.nlm.nih.gov/nuccore/OR771669	Direct Submission	Submitted (02-NOV-2023) Laboratory Medicine, UW Virology, 1616	?
HSV1_USA_WA-UW-1B2_2020_OR771670_2020-03-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OR771670	2020-03-XX	USA	North America	USA	BioProject: PRJNA1034094	Furlong et al	https://www.ncbi.nlm.nih.gov/nuccore/OR771670	Direct Submission	Submitted (02-NOV-2023) Laboratory Medicine, UW Virology, 1616	?
HSV1_USA_WA-UW-1B3_2020_OR771671_2020-03-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OR771671	2020-03-XX	USA	North America	USA	BioProject: PRJNA1034094	Furlong et al	https://www.ncbi.nlm.nih.gov/nuccore/OR771671	Direct Submission	Submitted (02-NOV-2023) Laboratory Medicine, UW Virology, 1616	?
HSV1_USA_WA-UW-2E9_2019_OR771674_2019-10-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OR771674	2019-10-XX	USA	North America	USA	BioProject: PRJNA1034094	Furlong et al	https://www.ncbi.nlm.nih.gov/nuccore/OR771674	Direct Submission	Submitted (02-NOV-2023) Laboratory Medicine, UW Virology, 1616	?
HSV1_USA_WA-UW-2G3_2019_OR771675_2019-11-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OR771675	2019-11-XX	USA	North America	USA	BioProject: PRJNA1034094	Furlong et al	https://www.ncbi.nlm.nih.gov/nuccore/OR771675	Direct Submission	Submitted (02-NOV-2023) Laboratory Medicine, UW Virology, 1616	?
HSV1_USA_WA-UW-2J3_2019_OR771678_2019-12-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OR771678	2019-12-XX	USA	North America	USA	BioProject: PRJNA1034094	Furlong et al	https://www.ncbi.nlm.nih.gov/nuccore/OR771678	Direct Submission	Submitted (02-NOV-2023) Laboratory Medicine, UW Virology, 1616	?
HSV1_USA_WA-UW-2K4_2019_OR771680_2019-12-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OR771680	2019-12-XX	USA	North America	USA	BioProject: PRJNA1034094	Furlong et al	https://www.ncbi.nlm.nih.gov/nuccore/OR771680	Direct Submission	Submitted (02-NOV-2023) Laboratory Medicine, UW Virology, 1616	?
HSV1_USA_WA-UW-2L1_2019_OR771683_2019-12-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OR771683	2019-12-XX	USA	North America	USA	BioProject: PRJNA1034094	Furlong et al	https://www.ncbi.nlm.nih.gov/nuccore/OR771683	Direct Submission	Submitted (02-NOV-2023) Laboratory Medicine, UW Virology, 1616	?
HSV1_USA_WA-UW-2N3_2020_OR771687_2020-01-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OR771687	2020-01-XX	USA	North America	USA	BioProject: PRJNA1034094	Furlong et al	https://www.ncbi.nlm.nih.gov/nuccore/OR771687	Direct Submission	Submitted (02-NOV-2023) Laboratory Medicine, UW Virology, 1616	?
HSV1_USA_WA-UW-2O2_2020_OR771688_2020-02-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OR771688	2020-02-XX	USA	North America	USA	BioProject: PRJNA1034094	Furlong et al	https://www.ncbi.nlm.nih.gov/nuccore/OR771688	Direct Submission	Submitted (02-NOV-2023) Laboratory Medicine, UW Virology, 1616	?
HSV1_USA_WA-UW-2Q6_2020_OR771691_2020-02-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OR771691	2020-02-XX	USA	North America	USA	BioProject: PRJNA1034094	Furlong et al	https://www.ncbi.nlm.nih.gov/nuccore/OR771691	Direct Submission	Submitted (02-NOV-2023) Laboratory Medicine, UW Virology, 1616	?
HSV1_USA_WA-UW-2R8_2020_OR771695_2020-02-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OR771695	2020-02-XX	USA	North America	USA	BioProject: PRJNA1034094	Furlong et al	https://www.ncbi.nlm.nih.gov/nuccore/OR771695	Direct Submission	Submitted (02-NOV-2023) Laboratory Medicine, UW Virology, 1616	?
dsncRNA12_OR723971_2021-XX-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OR723971	2021-XX-XX	USA	North America	USA	?	Ghiasi et al	https://www.ncbi.nlm.nih.gov/nuccore/OR723971	Direct Submission	Submitted (23-OCT-2023) Surgery, Cedars Sinai Medical Center, 329	?
ANG_OQ263025_2023-07-26	Human alphaherpesvirus 1	HSV1_gL	?	OQ263025	2023-07-26	?	?	?	?	Gianopulos et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ263025	Direct Submission	Submitted (13-JAN-2023) Veterinary Microbiology and Pathology,	?
BP-C2_OQ724832_2004-XX-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OQ724832	2004-XX-XX	USA: Miami, FL	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724832	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Invest Ophthalmol Vis Sci 64 (10), 16 (2023)	https://pubmed.ncbi.nlm.nih.gov/37450309
BP-C9_OQ724863_2005-XX-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OQ724863	2005-XX-XX	USA: Miami, FL	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724863	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Invest Ophthalmol Vis Sci 64 (10), 16 (2023)	https://pubmed.ncbi.nlm.nih.gov/37450309
BP-C11_OQ724864_2008-XX-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OQ724864	2008-XX-XX	USA: Miami, FL	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724864	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Invest Ophthalmol Vis Sci 64 (10), 16 (2023)	https://pubmed.ncbi.nlm.nih.gov/37450309
BP-C12_OQ724865_2010-XX-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OQ724865	2010-XX-XX	USA: Miami, FL	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724865	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Invest Ophthalmol Vis Sci 64 (10), 16 (2023)	https://pubmed.ncbi.nlm.nih.gov/37450309
BP-C14_OQ724866_2015-XX-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OQ724866	2015-XX-XX	USA: Miami, FL	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724866	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Invest Ophthalmol Vis Sci 64 (10), 16 (2023)	https://pubmed.ncbi.nlm.nih.gov/37450309
BP-K1_OQ724868_2002-XX-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OQ724868	2002-XX-XX	USA: Miami, FL	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724868	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Invest Ophthalmol Vis Sci 64 (10), 16 (2023)	https://pubmed.ncbi.nlm.nih.gov/37450309
BP-K2_OQ724888_2009-XX-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OQ724888	2009-XX-XX	USA: Miami, FL	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724888	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Invest Ophthalmol Vis Sci 64 (10), 16 (2023)	https://pubmed.ncbi.nlm.nih.gov/37450309
BP-K5_OQ724891_2010-XX-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OQ724891	2010-XX-XX	USA: Miami, FL	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724891	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Invest Ophthalmol Vis Sci 64 (10), 16 (2023)	https://pubmed.ncbi.nlm.nih.gov/37450309
BP-K6_OQ724892_2010-XX-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OQ724892	2010-XX-XX	USA: Miami, FL	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724892	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Invest Ophthalmol Vis Sci 64 (10), 16 (2023)	https://pubmed.ncbi.nlm.nih.gov/37450309
BP-K8_OQ724893_2011-XX-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OQ724893	2011-XX-XX	USA: Miami, FL	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724893	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Invest Ophthalmol Vis Sci 64 (10), 16 (2023)	https://pubmed.ncbi.nlm.nih.gov/37450309
BP-K10_OQ724895_2011-XX-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OQ724895	2011-XX-XX	USA: Miami, FL	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724895	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Invest Ophthalmol Vis Sci 64 (10), 16 (2023)	https://pubmed.ncbi.nlm.nih.gov/37450309
BP-K11_OQ724910_2011-XX-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OQ724910	2011-XX-XX	USA: Miami, FL	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724910	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Invest Ophthalmol Vis Sci 64 (10), 16 (2023)	https://pubmed.ncbi.nlm.nih.gov/37450309
BP-K13_OQ724912_2014-XX-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OQ724912	2014-XX-XX	USA: Miami, FL	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724912	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Invest Ophthalmol Vis Sci 64 (10), 16 (2023)	https://pubmed.ncbi.nlm.nih.gov/37450309
BP-L5_OQ724935_2003-XX-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OQ724935	2003-XX-XX	USA: Miami FL	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724935	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Unpublished	?
BP-L13_OQ724940_2011-XX-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OQ724940	2011-XX-XX	USA: Miami FL	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724940	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Unpublished	?
CJ515_OQ724956_1975-XX-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OQ724956	1975-XX-XX	USA: Seattle, Washington	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724956	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Unpublished	?
CJ505_OQ724962_1975-XX-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OQ724962	1975-XX-XX	USA: Seattle, Washington	North America	USA	?	Chau et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ724962	Phylogenetic and Genomic Characterization of Whole Genome Sequences	Invest Ophthalmol Vis Sci 64 (10), 16 (2023)	https://pubmed.ncbi.nlm.nih.gov/37450309
INV-11A_OP871840_2023-06-28	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OP871840	2023-06-28	USA	North America	USA	?	Kolb et al	https://www.ncbi.nlm.nih.gov/nuccore/OP871840	Disease parameters following ocular herpes simplex virus type 1	PLoS One 18 (6), e0287194 (2023)	https://pubmed.ncbi.nlm.nih.gov/37319284
INV-15B_OP871841_2023-06-28	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OP871841	2023-06-28	USA	North America	USA	?	Kolb et al	https://www.ncbi.nlm.nih.gov/nuccore/OP871841	Disease parameters following ocular herpes simplex virus type 1	PLoS One 18 (6), e0287194 (2023)	https://pubmed.ncbi.nlm.nih.gov/37319284
INV-1B_OP871853_2023-06-28	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OP871853	2023-06-28	USA	North America	USA	?	Kolb et al	https://www.ncbi.nlm.nih.gov/nuccore/OP871853	Disease parameters following ocular herpes simplex virus type 1	PLoS One 18 (6), e0287194 (2023)	https://pubmed.ncbi.nlm.nih.gov/37319284
352_08_OQ102003_2008-XX-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OQ102003	2008-XX-XX	South Africa	Africa	South Africa	?	Viljoen et al	https://www.ncbi.nlm.nih.gov/nuccore/OQ102003	Direct Submission	Submitted (19-DEC-2022) Special Viral Pathogens Laboratory,	?
HSV1-v61_d2_cu_gen_les_OP297863_2022-10-16	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OP297863	2022-10-16	?	?	?	?	Johnston et al	https://www.ncbi.nlm.nih.gov/nuccore/OP297863	Natural history of first-episode genital HSV-1 infections: a cohort	Unpublished	?
HSV1-v56_d6_cu_gen_les_OP297864_2022-10-16	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OP297864	2022-10-16	?	?	?	?	Johnston et al	https://www.ncbi.nlm.nih.gov/nuccore/OP297864	Natural history of first-episode genital HSV-1 infections: a cohort	Unpublished	?
HSV1-v42_d338_cu_gen_les_OP297869_2022-10-16	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OP297869	2022-10-16	?	?	?	?	Johnston et al	https://www.ncbi.nlm.nih.gov/nuccore/OP297869	Natural history of first-episode genital HSV-1 infections: a cohort	Unpublished	?
HSV1-v74_d193_cu_gen_OP297874_2022-10-16	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OP297874	2022-10-16	?	?	?	?	Johnston et al	https://www.ncbi.nlm.nih.gov/nuccore/OP297874	Natural history of first-episode genital HSV-1 infections: a cohort	Unpublished	?
HSV1-v59_d121_cu_gen_les_OP297876_2022-10-16	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OP297876	2022-10-16	?	?	?	?	Johnston et al	https://www.ncbi.nlm.nih.gov/nuccore/OP297876	Natural history of first-episode genital HSV-1 infections: a cohort	Unpublished	?
HSV1-v63_d284_cu_oral_OP297879_2022-10-16	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OP297879	2022-10-16	?	?	?	?	Johnston et al	https://www.ncbi.nlm.nih.gov/nuccore/OP297879	Natural history of first-episode genital HSV-1 infections: a cohort	Unpublished	?
HSV1-v68_d8_cu_gen_les_OP297880_2022-10-16	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OP297880	2022-10-16	?	?	?	?	Johnston et al	https://www.ncbi.nlm.nih.gov/nuccore/OP297880	Natural history of first-episode genital HSV-1 infections: a cohort	Unpublished	?
HSV1-v76_d266_cu_gen_les_OP297882_2022-10-16	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OP297882	2022-10-16	?	?	?	?	Johnston et al	https://www.ncbi.nlm.nih.gov/nuccore/OP297882	Natural history of first-episode genital HSV-1 infections: a cohort	Unpublished	?
HSV1-v72_d53_cu_gen_les_OP297886_2022-10-16	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	OP297886	2022-10-16	?	?	?	?	Johnston et al	https://www.ncbi.nlm.nih.gov/nuccore/OP297886	Natural history of first-episode genital HSV-1 infections: a cohort	Unpublished	?
HSV1-San-Francisco-USA-1982-H193-CSF_ON960054_1982-XX-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	ON960054	1982-XX-XX	USA	North America	USA	?	Dweikat et al	https://www.ncbi.nlm.nih.gov/nuccore/ON960054	Multi-phenotype analysis for enhanced classification of eleven	J Gen Virol (2022) In press	?
HSV1-San-Francisco-USA-1974-HTZ_ON960059_1974-XX-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	ON960059	1974-XX-XX	USA	North America	USA	?	Dweikat et al	https://www.ncbi.nlm.nih.gov/nuccore/ON960059	Multi-phenotype analysis for enhanced classification of eleven	J Gen Virol (2022) In press	?
v40_unk_gen_ON007132_2022-04-26	Human alphaherpesvirus 1	HSV1_gL	?	ON007132	2022-04-26	?	?	?	?	Rathbun et al	https://www.ncbi.nlm.nih.gov/nuccore/ON007132	Comparison of herpes simplex virus 1 genetic diversity between	Unpublished	?
s17pp8_MN159381_2019-09-30	Human alphaherpesvirus 1	HSV1_gL	?	MN159381	2019-09-30	?	?	?	?	Jones et al	https://www.ncbi.nlm.nih.gov/nuccore/MN159381	Genetic and phenotypic intrastrain variation in herpes simplex	Unpublished	?
MCL-18-H-1091_MH480513_2018-05-XX	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	MH480513	2018-05-XX	India	Asia	India	?	Yadav et al	https://www.ncbi.nlm.nih.gov/nuccore/MH480513	HSV1 full genome sequence from India	Unpublished	?
2018-6594_MH813981_2023-10-27	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	MH813981	2023-10-27	?	?	?	BioProject: PRJNA338014	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MH813981	HSV1 whole genome sequences from clinical isolates	Unpublished	?
Ty148_MH999841_2019-01-29	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	MH999841	2019-01-29	?	?	?	?	Renner et al	https://www.ncbi.nlm.nih.gov/nuccore/MH999841	Genome sequence of two predominant genotypes of herpes simplex	Unpublished	?
HSV-H12117_MH999845_2019-01-29	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	MH999845	2019-01-29	?	?	?	?	Bowen et al	https://www.ncbi.nlm.nih.gov/nuccore/MH999845	Genetic and phenotypic variation of HSV-1 strains circulating in	Unpublished	?
HSV-H1215_MH999846_2019-01-29	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	MH999846	2019-01-29	?	?	?	?	Bowen et al	https://www.ncbi.nlm.nih.gov/nuccore/MH999846	Genetic and phenotypic variation of HSV-1 strains circulating in	Unpublished	?
HSV-H12118_MH999847_2019-01-29	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	MH999847	2019-01-29	?	?	?	?	Bowen et al	https://www.ncbi.nlm.nih.gov/nuccore/MH999847	Genetic and phenotypic variation of HSV-1 strains circulating in	Unpublished	?
HSV-H1311_MH999848_2019-01-29	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	MH999848	2019-01-29	?	?	?	?	Bowen et al	https://www.ncbi.nlm.nih.gov/nuccore/MH999848	Genetic and phenotypic variation of HSV-1 strains circulating in	Unpublished	?
2006-57630_MG999840_2023-08-23	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	MG999840	2023-08-23	?	?	?	BioProject: PRJNA338014	Greninger et al	https://www.ncbi.nlm.nih.gov/nuccore/MG999840	Ultrasensitive Capture of Human Herpes Simplex Virus Genomes	mSphere 3 (3), e00283-18 (2018)	https://pubmed.ncbi.nlm.nih.gov/29898986
2011-16318_MG999856_2023-08-23	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	MG999856	2023-08-23	?	?	?	BioProject: PRJNA338014	Greninger et al	https://www.ncbi.nlm.nih.gov/nuccore/MG999856	Ultrasensitive Capture of Human Herpes Simplex Virus Genomes	mSphere 3 (3), e00283-18 (2018)	https://pubmed.ncbi.nlm.nih.gov/29898986
2009-19950_MG999857_2023-08-23	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	MG999857	2023-08-23	?	?	?	BioProject: PRJNA338014	Greninger et al	https://www.ncbi.nlm.nih.gov/nuccore/MG999857	Ultrasensitive Capture of Human Herpes Simplex Virus Genomes	mSphere 3 (3), e00283-18 (2018)	https://pubmed.ncbi.nlm.nih.gov/29898986
2005-589_MG999866_2023-08-23	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	MG999866	2023-08-23	?	?	?	BioProject: PRJNA338014	Greninger et al	https://www.ncbi.nlm.nih.gov/nuccore/MG999866	Ultrasensitive Capture of Human Herpes Simplex Virus Genomes	mSphere 3 (3), e00283-18 (2018)	https://pubmed.ncbi.nlm.nih.gov/29898986
2010-32082_MG999870_2023-08-23	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	MG999870	2023-08-23	?	?	?	BioProject: PRJNA338014	Greninger et al	https://www.ncbi.nlm.nih.gov/nuccore/MG999870	Ultrasensitive Capture of Human Herpes Simplex Virus Genomes	mSphere 3 (3), e00283-18 (2018)	https://pubmed.ncbi.nlm.nih.gov/29898986
2003-15756_MG999872_2023-08-23	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	MG999872	2023-08-23	?	?	?	BioProject: PRJNA338014	Greninger et al	https://www.ncbi.nlm.nih.gov/nuccore/MG999872	Ultrasensitive Capture of Human Herpes Simplex Virus Genomes	mSphere 3 (3), e00283-18 (2018)	https://pubmed.ncbi.nlm.nih.gov/29898986
2007-16426_MG999880_2023-08-23	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	MG999880	2023-08-23	?	?	?	BioProject: PRJNA338014	Greninger et al	https://www.ncbi.nlm.nih.gov/nuccore/MG999880	Ultrasensitive Capture of Human Herpes Simplex Virus Genomes	mSphere 3 (3), e00283-18 (2018)	https://pubmed.ncbi.nlm.nih.gov/29898986
2007-16123_MG999881_2023-08-23	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	MG999881	2023-08-23	?	?	?	BioProject: PRJNA338014	Greninger et al	https://www.ncbi.nlm.nih.gov/nuccore/MG999881	Ultrasensitive Capture of Human Herpes Simplex Virus Genomes	mSphere 3 (3), e00283-18 (2018)	https://pubmed.ncbi.nlm.nih.gov/29898986
2006-57683_MG999884_2023-08-23	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	MG999884	2023-08-23	?	?	?	BioProject: PRJNA338014	Greninger et al	https://www.ncbi.nlm.nih.gov/nuccore/MG999884	Ultrasensitive Capture of Human Herpes Simplex Virus Genomes	mSphere 3 (3), e00283-18 (2018)	https://pubmed.ncbi.nlm.nih.gov/29898986
2014-32338_MG999894_2023-08-23	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	MG999894	2023-08-23	?	?	?	BioProject: PRJNA338014	Greninger et al	https://www.ncbi.nlm.nih.gov/nuccore/MG999894	Ultrasensitive Capture of Human Herpes Simplex Virus Genomes	mSphere 3 (3), e00283-18 (2018)	https://pubmed.ncbi.nlm.nih.gov/29898986
2007-03494_S436_L001_MG999895_2023-08-23	Human alphaherpesvirus 1	HSV1_gL	Homo sapiens	MG999895	2023-08-23	?	?	?	BioProject: PRJNA338014	Greninger et al	https://www.ncbi.nlm.nih.gov/nuccore/MG999895	Ultrasensitive Capture of Human Herpes Simplex Virus Genomes	mSphere 3 (3), e00283-18 (2018)	https://pubmed.ncbi.nlm.nih.gov/29898986
