strain	virus	gene	host	accession	date	location	region	country	database	authors	url	title	journal	paper_url
HKHD2_MH590371_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590371	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590371	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKHD14_MH590383_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590383	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590383	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKHD15_MH590384_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590384	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590384	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKHD30_MH590399_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590399	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590399	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKHD35_MH590404_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590404	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590404	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKHD36_MH590405_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590405	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590405	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKHD38_MH590407_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590407	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590407	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKHD39_MH590408_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590408	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590408	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKHD41_MH590410_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590410	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590410	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKHD46_MH590415_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590415	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590415	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKHD49_MH590418_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590418	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590418	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKHD50_MH590419_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590419	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590419	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKHD52_MH590421_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590421	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590421	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKHD59_MH590428_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590428	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590428	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKHD62_MH590431_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590431	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590431	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKHD67_MH590436_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590436	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590436	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKHD73_MH590442_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590442	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590442	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKHD83_MH590452_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590452	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590452	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKHD88_MH590457_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590457	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590457	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKHD97_MH590466_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590466	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590466	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKHD102_MH590471_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590471	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590471	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKHD109_MH590478_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590478	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590478	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKHD123_MH590492_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590492	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590492	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKHD127_MH590496_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590496	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590496	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKHD128_MH590497_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590497	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590497	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKHD133_MH590502_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590502	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590502	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKHD139_MH590508_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590508	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590508	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKNPC1_MH590512_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590512	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590512	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKNPC11_MH590522_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590522	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590522	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKNPC28_MH590539_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590539	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590539	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKNPC30_MH590541_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590541	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590541	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKNPC34_MH590545_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590545	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590545	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKNPC43_MH590554_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590554	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590554	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKNPC49_MH590560_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590560	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590560	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKNPC55_MH590566_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590566	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590566	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKNPC56_MH590567_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590567	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590567	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKNPC59_MH590570_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590570	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590570	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
HKNPC60_MH590571_2019-01-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH590571	2019-01-18	Hong Kong	Asia	Hong Kong	?	Hui et al	https://www.ncbi.nlm.nih.gov/nuccore/MH590571	High risk Epstein-Barr virus variants characterized by distinct	Int. J. Cancer (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30536939
ebv7_MH883756_2018-09-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH883756	2018-09-18	?	?	?	?	Correia et al	https://www.ncbi.nlm.nih.gov/nuccore/MH883756	Sequence variation of Epstein-Barr virus: viral types, geography,	J. Virol. (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30111570
ebv13_MH883759_2018-09-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH883759	2018-09-18	?	?	?	?	Correia et al	https://www.ncbi.nlm.nih.gov/nuccore/MH883759	Sequence variation of Epstein-Barr virus: viral types, geography,	J. Virol. (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30111570
ebv15_MH883761_2018-09-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH883761	2018-09-18	?	?	?	?	Correia et al	https://www.ncbi.nlm.nih.gov/nuccore/MH883761	Sequence variation of Epstein-Barr virus: viral types, geography,	J. Virol. (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30111570
ebv22_MH883766_2018-09-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH883766	2018-09-18	?	?	?	?	Correia et al	https://www.ncbi.nlm.nih.gov/nuccore/MH883766	Sequence variation of Epstein-Barr virus: viral types, geography,	J. Virol. (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30111570
P1-T1_MH883773_2018-09-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH883773	2018-09-18	?	?	?	?	Correia et al	https://www.ncbi.nlm.nih.gov/nuccore/MH883773	Sequence variation of Epstein-Barr virus: viral types, geography,	J. Virol. (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30111570
P2-1213_MH883774_2018-09-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH883774	2018-09-18	?	?	?	?	Correia et al	https://www.ncbi.nlm.nih.gov/nuccore/MH883774	Sequence variation of Epstein-Barr virus: viral types, geography,	J. Virol. (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30111570
P3-2670_MH883776_2018-09-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH883776	2018-09-18	?	?	?	?	Correia et al	https://www.ncbi.nlm.nih.gov/nuccore/MH883776	Sequence variation of Epstein-Barr virus: viral types, geography,	J. Virol. (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30111570
P3-T1_MH883777_2018-09-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH883777	2018-09-18	?	?	?	?	Correia et al	https://www.ncbi.nlm.nih.gov/nuccore/MH883777	Sequence variation of Epstein-Barr virus: viral types, geography,	J. Virol. (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30111570
P6-1751_MH883781_2018-09-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH883781	2018-09-18	?	?	?	?	Correia et al	https://www.ncbi.nlm.nih.gov/nuccore/MH883781	Sequence variation of Epstein-Barr virus: viral types, geography,	J. Virol. (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30111570
P11-871_MH883785_2018-09-18	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MH883785	2018-09-18	?	?	?	?	Correia et al	https://www.ncbi.nlm.nih.gov/nuccore/MH883785	Sequence variation of Epstein-Barr virus: viral types, geography,	J. Virol. (2018) In press	https://pubmed.ncbi.nlm.nih.gov/30111570
AH_Saliva_8192_MG298823_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298823	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298823	Epstein Barr virus genome variation	Unpublished	?
AH_Saliva_9077_MG298826_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298826	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298826	Epstein Barr virus genome variation	Unpublished	?
DF_Tonsil_T47_MG298828_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298828	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298828	Epstein Barr virus genome variation	Unpublished	?
GK_Akuba_MG298830_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298830	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298830	Epstein Barr virus genome variation	Unpublished	?
GK_BL60_MG298836_2015-XX-XX	Human gammaherpesvirus 4	EBV_gH	Homo sapiens	MG298836	2015-XX-XX	United Kingdom	Europe	United Kingdom	?	Palser et al	https://www.ncbi.nlm.nih.gov/nuccore/MG298836	Epstein Barr virus genome variation	Unpublished	?
